Local time in Romulus / Detroit (airport);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td
26.08.2022 6:48;21.0;744.0;761.0;83;Wind blowing from the north-northwest;3;;Mist;;Broken clouds (60-90%) 240 m, broken clouds (60-90%) 1050 m, overcast (100%) 2400 m;8.0;18.0
26.08.2022 6:39;21.0;743.8;760.7;83;Wind blowing from the north-west;2;;Mist;;Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 1050 m, overcast (100%) 3600 m;8.0;18.0
26.08.2022 5:53;20.0;743.2;760.2;88;Wind blowing from the north-west;3;;Mist;;Scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 2550 m, overcast (100%) 6000 m;9.0;18.0
26.08.2022 4:53;21.0;743.6;760.5;83;Wind blowing from the west;3;;;;Scattered clouds (40-50%) 960 m, broken clouds (60-90%) 1950 m, overcast (100%) 2700 m;14.0;18.0
26.08.2022 4:36;21.0;743.6;760.5;83;Wind blowing from the west-northwest;2;;;;Broken clouds (60-90%) 960 m, broken clouds (60-90%) 1500 m, overcast (100%) 2400 m;14.0;18.0
26.08.2022 4:10;22.0;743.6;760.5;78;Wind blowing from the west;3;;;;Broken clouds (60-90%) 780 m, overcast (100%) 1350 m;14.0;18.0
26.08.2022 3:53;21.0;743.6;760.5;83;Wind blowing from the west;2;;;;Broken clouds (60-90%) 420 m, overcast (100%) 1200 m;12.0;18.0
26.08.2022 3:49;21.0;743.6;760.5;83;Calm, no wind;0;;;;Broken clouds (60-90%) 420 m, overcast (100%) 1200 m;12.0;18.0
26.08.2022 2:53;22.0;743.8;760.7;78;Wind blowing from the west;3;;;;Broken clouds (60-90%) 780 m, overcast (100%) 1350 m;14.0;18.0
26.08.2022 2:27;22.0;743.8;760.7;78;Wind blowing from the west-southwest;3;;;;Broken clouds (60-90%) 780 m, overcast (100%) 1350 m;16.0;18.0
26.08.2022 2:00;21.0;743.8;760.7;83;Wind blowing from the west-southwest;2;;;;Broken clouds (60-90%) 960 m, broken clouds (60-90%) 1230 m;16.0;18.0
26.08.2022 1:53;21.0;743.8;760.7;83;Wind blowing from the west;3;;;;Broken clouds (60-90%) 750 m, broken clouds (60-90%) 1950 m, overcast (100%) 5400 m;12.0;18.0
26.08.2022 1:11;21.0;744.0;761.0;83;Wind blowing from the west-southwest;3;;;;Broken clouds (60-90%) 750 m, broken clouds (60-90%) 2250 m, overcast (100%) 5400 m;14.0;18.0
26.08.2022 0:53;21.0;744.0;761.0;83;Wind blowing from the south-west;2;;;;Scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 2700 m, overcast (100%) 6000 m;16.0;18.0
25.08.2022 23:53;21.0;744.2;761.2;83;Wind blowing from the south;3;;;;Scattered clouds (40-50%) 1080 m, broken clouds (60-90%) 1650 m, overcast (100%) 2850 m;16.0;18.0
25.08.2022 22:53;22.0;744.3;761.2;78;Wind blowing from the south;3;;;;Scattered clouds (40-50%) 1350 m, overcast (100%) 1800 m;16.0;18.0
25.08.2022 22:20;23.0;744.6;761.5;74;Wind blowing from the south-west;6;;Light rain;;Scattered clouds (40-50%) 1350 m, overcast (100%) 1800 m;14.0;18.0
25.08.2022 21:53;23.0;744.4;761.2;74;Wind blowing from the south;2;;;;Overcast (100%) 1950 m;16.0;18.0
25.08.2022 20:53;23.0;744.6;761.5;74;Wind blowing from the south-southwest;2;;;;Few clouds (10-30%) 1440 m, overcast (100%) 1950 m;16.0;18.0
25.08.2022 19:53;24.0;744.4;761.2;74;Wind blowing from the south-east;2;;;;Overcast (100%) 2400 m;16.0;19.0
25.08.2022 18:53;25.0;744.5;761.2;65;Wind blowing from the south;3;;;;Few clouds (10-30%) 2550 m, overcast (100%) 3300 m;16.0;18.0
25.08.2022 17:53;26.0;744.5;761.2;58;Wind blowing from the south-southwest;4;;;;Overcast (100%) 3900 m;16.0;17.0
25.08.2022 16:53;26.0;744.5;761.2;58;Wind blowing from the south-southwest;5;;;;Few clouds (10-30%) 1500 m, overcast (100%) 4500 m;16.0;17.0
25.08.2022 15:53;27.0;744.9;761.5;51;Wind blowing from the south-west;6;;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 4500 m, overcast (100%) 6600 m;16.0;16.0
25.08.2022 14:53;27.0;745.1;761.7;51;Wind blowing from the south-west;5;;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 4500 m, overcast (100%) 7200 m;16.0;16.0
25.08.2022 13:53;28.0;745.4;762.0;48;Wind blowing from the south-west;6;;;;Broken clouds (60-90%) 1500 m, overcast (100%) 7500 m;16.0;16.0
25.08.2022 12:53;29.0;746.3;762.8;48;Wind blowing from the south-west;4;9;;;Scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 7500 m;16.0;17.0
25.08.2022 11:53;28.0;746.7;763.3;51;Wind blowing from the south-southwest;6;;;;Few clouds (10-30%) 1350 m, broken clouds (60-90%) 7200 m;16.0;17.0
25.08.2022 10:53;27.0;746.8;763.5;54;Wind blowing from the south-west;5;;;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 3900 m, overcast (100%) 7200 m;16.0;17.0
25.08.2022 9:53;26.0;746.8;763.5;61;Wind blowing from the south-southwest;4;;;;Few clouds (10-30%) 3900 m, overcast (100%) 7500 m;16.0;18.0
25.08.2022 8:53;24.0;747.0;763.8;69;Wind blowing from the south-west;3;;;;Few clouds (10-30%) 3300 m, broken clouds (60-90%) 7500 m;16.0;18.0
25.08.2022 7:53;23.0;746.9;763.8;74;Wind blowing from the west;2;;;;Scattered clouds (40-50%) 3300 m, broken clouds (60-90%) 7500 m;16.0;18.0
25.08.2022 6:53;19.0;746.4;763.5;94;Calm, no wind;0;;;;Broken clouds (60-90%) 3300 m, overcast (100%) 7500 m;11.0;18.0
25.08.2022 5:53;19.0;746.4;763.5;88;Calm, no wind;0;;;;Scattered clouds (40-50%) 2100 m, broken clouds (60-90%) 3600 m, overcast (100%) 7500 m;11.0;17.0
25.08.2022 4:53;19.0;746.2;763.3;88;Calm, no wind;0;;;;Few clouds (10-30%) 2100 m, broken clouds (60-90%) 7500 m;12.0;17.0
25.08.2022 3:53;19.0;746.2;763.3;94;Calm, no wind;0;;;;Few clouds (10-30%) 2100 m, broken clouds (60-90%) 7500 m;14.0;18.0
25.08.2022 2:53;19.0;746.2;763.3;88;Wind blowing from the south-southwest;2;;;;Few clouds (10-30%) 2100 m, broken clouds (60-90%) 7500 m;14.0;17.0
25.08.2022 1:53;21.0;746.8;763.8;83;Calm, no wind;0;;;;Few clouds (10-30%) 1500 m, broken clouds (60-90%) 7500 m;14.0;18.0
25.08.2022 0:53;22.0;746.8;763.8;78;Calm, no wind;0;;;;Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 7500 m;14.0;18.0
24.08.2022 23:53;22.0;746.5;763.5;78;Wind blowing from the west;2;;;;Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;18.0
24.08.2022 22:53;22.0;746.5;763.5;78;Wind blowing from the south-west;3;;;;Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;18.0
24.08.2022 21:53;24.0;746.7;763.5;69;Calm, no wind;0;;;;Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;18.0
24.08.2022 20:53;24.0;746.7;763.5;69;Wind blowing from the south;2;;;;Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;18.0
24.08.2022 19:53;25.0;746.2;763.0;65;Wind blowing from the west-southwest;3;;;;Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;18.0
24.08.2022 18:53;27.0;746.1;762.8;54;Wind blowing from the west-southwest;5;;;;Scattered clouds (40-50%) 1800 m;16.0;17.0
24.08.2022 17:53;28.0;746.2;762.8;51;Wind blowing from the south-west;5;;;;Scattered clouds (40-50%) 1800 m;16.0;17.0
24.08.2022 16:53;29.0;746.3;762.8;48;Wind blowing from the west-southwest;6;;;;Scattered clouds (40-50%) 1800 m;16.0;17.0
24.08.2022 15:53;30.0;746.3;762.8;46;Wind blowing from the south-southwest;5;;;;Scattered clouds (40-50%) 1800 m;16.0;17.0
24.08.2022 14:53;30.0;746.5;763.0;46;variable wind direction;2;;;;Scattered clouds (40-50%) 1800 m;16.0;17.0
24.08.2022 13:53;29.0;746.7;763.3;48;variable wind direction;2;;;;Scattered clouds (40-50%) 1650 m;16.0;17.0
24.08.2022 12:53;29.0;746.9;763.5;45;Wind blowing from the west;2;;;;Scattered clouds (40-50%) 1650 m;16.0;16.0
24.08.2022 11:53;28.0;747.2;763.8;51;variable wind direction;2;;;;Scattered clouds (40-50%) 1650 m;16.0;17.0
24.08.2022 10:53;28.0;747.4;764.0;48;Wind blowing from the west;2;;;;Few clouds (10-30%) 1350 m;16.0;16.0
24.08.2022 9:53;26.0;747.1;763.8;58;Wind blowing from the west;2;;;;No clouds;16.0;17.0
24.08.2022 8:53;24.0;747.0;763.8;65;Wind blowing from the west-northwest;2;;;;Few clouds (10-30%) 7500 m;16.0;17.0
24.08.2022 7:53;21.0;746.8;763.8;78;Wind blowing from the west;2;;;;Few clouds (10-30%) 4800 m, few clouds (10-30%) 7500 m;16.0;17.0
24.08.2022 6:53;18.0;746.3;763.5;88;Wind blowing from the west-southwest;2;;;;Few clouds (10-30%) 4800 m, few clouds (10-30%) 7500 m;12.0;16.0
24.08.2022 5:53;18.0;745.8;763.0;88;Wind blowing from the west;2;;;;Few clouds (10-30%) 4800 m, few clouds (10-30%) 7500 m;14.0;16.0
24.08.2022 4:53;18.0;745.6;762.8;88;Wind blowing from the south-west;2;;;;Few clouds (10-30%) 7500 m;16.0;16.0
24.08.2022 3:53;18.0;745.6;762.8;83;Calm, no wind;0;;;;Few clouds (10-30%) 7500 m;16.0;15.0
24.08.2022 2:53;18.0;745.3;762.5;83;Wind blowing from the west-southwest;2;;;;Few clouds (10-30%) 7500 m;16.0;15.0
24.08.2022 1:53;19.0;745.2;762.3;78;Calm, no wind;0;;;;Few clouds (10-30%) 7500 m;16.0;15.0
24.08.2022 0:53;19.0;745.2;762.3;78;Calm, no wind;0;;;;Few clouds (10-30%) 7500 m;16.0;15.0
23.08.2022 23:53;20.0;745.0;762.0;73;Calm, no wind;0;;;;Few clouds (10-30%) 7500 m;16.0;15.0
23.08.2022 22:53;21.0;745.0;762.0;69;Wind blowing from the west;2;;;;Few clouds (10-30%) 7500 m;16.0;15.0
23.08.2022 21:53;22.0;745.1;762.0;65;Wind blowing from the west-northwest;2;;;;Few clouds (10-30%) 7500 m;16.0;15.0
23.08.2022 20:53;22.0;744.8;761.7;61;Wind blowing from the west-northwest;2;;;;Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 7500 m;16.0;14.0
23.08.2022 19:53;24.0;744.4;761.2;54;Wind blowing from the west-northwest;3;;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 7500 m;16.0;14.0
23.08.2022 18:53;26.0;744.3;761.0;48;Wind blowing from the west-northwest;4;;;;Scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 7500 m;16.0;14.0
23.08.2022 17:53;27.0;744.1;760.7;48;Wind blowing from the west;4;;;;Broken clouds (60-90%) 1500 m, broken clouds (60-90%) 7500 m;16.0;15.0
23.08.2022 16:53;26.0;743.8;760.5;51;Wind blowing from the west-southwest;3;;;;Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;15.0
23.08.2022 15:53;28.0;743.9;760.5;42;variable wind direction;2;;;;Scattered clouds (40-50%) 1800 m, scattered clouds (40-50%) 7500 m;16.0;14.0
23.08.2022 14:53;28.0;744.1;760.7;42;Wind blowing from the south-west;3;;;;Scattered clouds (40-50%) 1800 m, scattered clouds (40-50%) 7500 m;16.0;14.0
23.08.2022 13:53;28.0;744.4;761.0;42;variable wind direction;2;;;;Scattered clouds (40-50%) 1650 m, scattered clouds (40-50%) 7500 m;16.0;14.0
23.08.2022 12:53;27.0;744.6;761.2;39;variable wind direction;2;;;;Scattered clouds (40-50%) 1650 m, scattered clouds (40-50%) 7500 m;16.0;12.0
23.08.2022 11:53;27.0;744.9;761.5;45;Wind blowing from the south-west;3;;;;Scattered clouds (40-50%) 1350 m, scattered clouds (40-50%) 7500 m;16.0;14.0
23.08.2022 10:53;25.0;744.8;761.5;51;Wind blowing from the west-northwest;2;;;;Few clouds (10-30%) 1350 m, few clouds (10-30%) 7500 m;16.0;14.0
23.08.2022 9:53;24.0;744.7;761.5;65;Calm, no wind;0;;;;Few clouds (10-30%) 7500 m;16.0;17.0
23.08.2022 8:53;22.0;744.6;761.5;69;variable wind direction;2;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
23.08.2022 7:53;19.0;744.4;761.5;83;Wind blowing from the north-northwest;2;;;;Few clouds (10-30%) 900 m, scattered clouds (40-50%) 6900 m;16.0;16.0
23.08.2022 6:53;18.0;744.1;761.2;88;Wind blowing from the north-northwest;2;;;;Scattered clouds (40-50%) 1800 m, scattered clouds (40-50%) 6600 m;16.0;16.0
23.08.2022 5:53;16.0;743.8;761.0;88;Wind blowing from the west-northwest;2;;;;Scattered clouds (40-50%) 2100 m, broken clouds (60-90%) 6600 m;16.0;14.0
23.08.2022 4:53;16.0;743.5;760.7;88;Wind blowing from the north-west;2;;;;Few clouds (10-30%) 2250 m, scattered clouds (40-50%) 6600 m;16.0;14.0
23.08.2022 3:53;17.0;743.5;760.7;88;Wind blowing from the west-northwest;2;;;;Few clouds (10-30%) 2250 m, scattered clouds (40-50%) 6600 m;16.0;15.0
23.08.2022 2:53;18.0;743.6;760.7;88;Wind blowing from the west;3;;;;Few clouds (10-30%) 2250 m, scattered clouds (40-50%) 6600 m;16.0;16.0
23.08.2022 1:53;18.0;743.6;760.7;88;Wind blowing from the west;2;;;;Few clouds (10-30%) 2250 m, scattered clouds (40-50%) 6600 m;16.0;16.0
23.08.2022 0:53;19.0;743.9;761.0;83;Wind blowing from the west;2;;;;Few clouds (10-30%) 2250 m, scattered clouds (40-50%) 6600 m;16.0;16.0
22.08.2022 23:53;21.0;744.2;761.2;78;Calm, no wind;0;;;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 2250 m;16.0;17.0
22.08.2022 22:53;21.0;744.5;761.5;78;Calm, no wind;0;;;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 2250 m;16.0;17.0
22.08.2022 21:53;21.0;744.2;761.2;78;Wind blowing from the west-northwest;2;;;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 2250 m;16.0;17.0
22.08.2022 20:53;23.0;744.4;761.2;65;Wind blowing from the north-northwest;2;;;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 2250 m;16.0;16.0
22.08.2022 19:53;24.0;744.2;761.0;61;Wind blowing from the north;3;;;;Scattered clouds (40-50%) 1350 m, scattered clouds (40-50%) 2250 m;16.0;16.0
22.08.2022 18:53;26.0;743.8;760.5;54;Wind blowing from the north-northwest;5;;;;Scattered clouds (40-50%) 1350 m, scattered clouds (40-50%) 2400 m;16.0;16.0
22.08.2022 17:53;27.0;743.9;760.5;51;Wind blowing from the north-west;6;;;;Few clouds (10-30%) 1350 m, scattered clouds (40-50%) 1650 m, scattered clouds (40-50%) 2400 m;16.0;16.0
22.08.2022 16:53;28.0;743.7;760.2;51;Wind blowing from the north-northwest;4;;;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 2400 m;16.0;17.0
22.08.2022 15:53;28.0;743.7;760.2;51;Wind blowing from the west-northwest;6;;;;Few clouds (10-30%) 1200 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2250 m;16.0;17.0
22.08.2022 14:53;28.0;743.9;760.5;51;Wind blowing from the north-northwest;5;;;;Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1800 m;16.0;17.0
22.08.2022 13:53;27.0;744.1;760.7;54;Wind blowing from the north;3;;;;Few clouds (10-30%) 1050 m, scattered clouds (40-50%) 1800 m;16.0;17.0
22.08.2022 12:53;26.0;744.5;761.2;58;Wind blowing from the north-west;5;;;;Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1350 m;16.0;17.0
22.08.2022 11:53;26.0;744.5;761.2;58;Wind blowing from the north-northwest;6;;;;Scattered clouds (40-50%) 690 m, scattered clouds (40-50%) 1050 m;16.0;17.0
22.08.2022 10:53;24.0;744.7;761.5;69;Wind blowing from the north-northwest;4;;;;Scattered clouds (40-50%) 600 m, overcast (100%) 900 m;16.0;18.0
22.08.2022 10:15;23.0;744.6;761.5;74;Wind blowing from the north;4;;;;Scattered clouds (40-50%) 600 m, overcast (100%) 930 m;16.0;18.0
22.08.2022 9:53;22.0;744.6;761.5;78;Wind blowing from the north;3;;;;Broken clouds (60-90%) 600 m, overcast (100%) 1050 m;16.0;18.0
22.08.2022 9:08;22.0;744.3;761.2;78;Wind blowing from the north-northwest;4;;;;Broken clouds (60-90%) 510 m, overcast (100%) 930 m;16.0;18.0
22.08.2022 8:53;22.0;744.3;761.2;78;Wind blowing from the north-northwest;4;;;;Scattered clouds (40-50%) 450 m, overcast (100%) 900 m;16.0;18.0
22.08.2022 7:53;21.0;744.5;761.5;83;Wind blowing from the north;3;;;;Broken clouds (60-90%) 450 m;12.0;18.0
22.08.2022 6:53;19.0;744.1;761.2;94;Wind blowing from the north-northwest;3;;Mist;;Broken clouds (60-90%) 480 m, overcast (100%) 1050 m;9.0;18.0
22.08.2022 6:48;19.0;744.1;761.2;94;Wind blowing from the north-northwest;3;;Mist;;Broken clouds (60-90%) 480 m, overcast (100%) 1050 m;9.0;18.0
22.08.2022 6:25;19.0;743.9;761.0;94;Wind blowing from the north-west;2;;Mist;;Broken clouds (60-90%) 420 m, broken clouds (60-90%) 750 m, overcast (100%) 2250 m;8.0;18.0
22.08.2022 6:12;19.0;743.9;761.0;94;Wind blowing from the north-west;2;;Mist;;Broken clouds (60-90%) 270 m, broken clouds (60-90%) 600 m, overcast (100%) 2250 m;8.0;18.0
22.08.2022 5:53;18.0;743.9;761.0;94;Wind blowing from the west-northwest;2;;Mist;;Broken clouds (60-90%) 330 m, broken clouds (60-90%) 750 m, overcast (100%) 2250 m;9.0;17.0
22.08.2022 5:30;18.0;743.6;760.7;94;Wind blowing from the north-northwest;2;;Mist;;Broken clouds (60-90%) 360 m, broken clouds (60-90%) 750 m, overcast (100%) 6000 m;9.0;17.0
22.08.2022 5:17;18.0;743.4;760.5;94;Wind blowing from the north;2;;Mist;;Broken clouds (60-90%) 270 m, broken clouds (60-90%) 750 m, overcast (100%) 6000 m;8.0;17.0
22.08.2022 5:04;18.0;743.4;760.5;94;Wind blowing from the north-northwest;3;;Mist;;Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 750 m, overcast (100%) 6000 m;8.0;17.0
22.08.2022 4:53;18.0;743.6;760.7;94;Wind blowing from the north-northwest;4;;Mist;;Scattered clouds (40-50%) 360 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 6000 m;8.0;17.0
22.08.2022 3:53;18.0;743.6;760.7;94;Wind blowing from the north-northwest;3;;;;Few clouds (10-30%) 360 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 6000 m;11.0;17.0
22.08.2022 2:53;18.0;743.4;760.5;100;Wind blowing from the north-west;3;;;;Few clouds (10-30%) 450 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 6000 m;12.0;18.0
22.08.2022 1:53;19.0;743.4;760.5;94;Wind blowing from the north-northwest;2;;Mist;;Few clouds (10-30%) 240 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 6000 m;9.0;18.0
22.08.2022 1:47;18.0;743.4;760.5;100;Wind blowing from the north;3;;Mist;;Few clouds (10-30%) 240 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 6000 m;9.0;18.0
22.08.2022 0:53;19.0;743.6;760.7;94;Calm, no wind;0;;Mist;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 2700 m, broken clouds (60-90%) 6000 m;9.0;18.0
21.08.2022 23:53;19.0;743.4;760.5;94;Wind blowing from the north;2;;Mist;;Few clouds (10-30%) 960 m, scattered clouds (40-50%) 2700 m, broken clouds (60-90%) 6000 m;9.0;18.0
21.08.2022 22:53;20.0;743.5;760.5;94;Calm, no wind;0;;Mist;;Broken clouds (60-90%) 960 m, broken clouds (60-90%) 6000 m;9.0;19.0
21.08.2022 21:53;20.0;743.2;760.2;94;Wind blowing from the east;2;;;;Few clouds (10-30%) 870 m, scattered clouds (40-50%) 1050 m, scattered clouds (40-50%) 6000 m;11.0;19.0
21.08.2022 20:53;21.0;743.6;760.5;88;Calm, no wind;0;;;;Few clouds (10-30%) 1050 m, scattered clouds (40-50%) 3900 m, scattered clouds (40-50%) 6000 m;16.0;19.0
21.08.2022 19:56;21.0;743.3;760.2;88;Wind blowing from the south;3;;Light thunderstorm, rain, mist;;Few clouds (10-30%) 570 m, scattered clouds (40-50%) 1050 m, cumulonimbus clouds , broken clouds (60-90%) 1500 m, broken clouds (60-90%) 6000 m;9.0;19.0
21.08.2022 19:53;21.0;743.3;760.2;88;Wind blowing from the south;3;;Light thunderstorm, rain, mist;;Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 1050 m, cumulonimbus clouds , broken clouds (60-90%) 6000 m;3.0;19.0
21.08.2022 19:37;21.0;743.3;760.2;88;Wind blowing from the south-west;2;;Thunderstorm, rain, mist;;Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 750 m, broken clouds (60-90%) 1050 m, cumulonimbus clouds;3.0;19.0
21.08.2022 19:25;22.0;743.3;760.2;83;Wind blowing from the north-northwest;4;;Heavy thunderstorm, rain, mist;;Few clouds (10-30%) 630 m, overcast (100%) 1050 m, cumulonimbus clouds;3.0;19.0
21.08.2022 19:07;23.0;743.2;760.0;83;Wind blowing from the south-southwest;3;;Heavy thunderstorm, rain;;Broken clouds (60-90%) 1050 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m;11.0;20.0
21.08.2022 18:53;24.0;743.2;760.0;74;Wind blowing from the south;3;;;;Scattered clouds (40-50%) 1200 m, cumulonimbus clouds , broken clouds (60-90%) 1500 m, broken clouds (60-90%) 3000 m;14.0;19.0
21.08.2022 17:53;26.0;743.1;759.7;61;Wind blowing from the north-east;3;;;;Few clouds (10-30%) 1050 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 3000 m;16.0;18.0
21.08.2022 16:53;27.0;743.1;759.7;58;Wind blowing from the west-northwest;2;;;;Scattered clouds (40-50%) 960 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 3000 m;16.0;18.0
21.08.2022 15:53;27.0;743.4;760.0;58;Wind blowing from the south-west;2;;;;Scattered clouds (40-50%) 960 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 1650 m, broken clouds (60-90%) 3300 m;16.0;18.0
21.08.2022 15:30;25.0;743.5;760.2;65;Wind blowing from the south;2;;;;Scattered clouds (40-50%) 810 m, cumulonimbus clouds , broken clouds (60-90%) 1650 m, broken clouds (60-90%) 6000 m;16.0;18.0
21.08.2022 15:04;26.0;743.5;760.2;61;Calm, no wind;0;;;;Broken clouds (60-90%) 750 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 1650 m, broken clouds (60-90%) 6000 m;16.0;18.0
21.08.2022 14:53;26.0;743.5;760.2;61;variable wind direction;2;;;;Scattered clouds (40-50%) 720 m, broken clouds (60-90%) 1800 m;16.0;18.0
21.08.2022 13:53;24.0;743.9;760.7;69;Wind blowing from the west-northwest;2;;;;Few clouds (10-30%) 840 m, broken clouds (60-90%) 1650 m, broken clouds (60-90%) 3600 m;16.0;18.0
21.08.2022 12:53;23.0;744.4;761.2;74;Wind blowing from the west;3;;;;Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 1050 m, overcast (100%) 6000 m;16.0;18.0
21.08.2022 11:53;23.0;744.4;761.2;74;Wind blowing from the west;3;;;;Scattered clouds (40-50%) 420 m, broken clouds (60-90%) 660 m, broken clouds (60-90%) 6000 m;16.0;18.0
21.08.2022 11:42;23.0;744.4;761.2;74;Wind blowing from the west-northwest;2;;;;Scattered clouds (40-50%) 420 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 6000 m;16.0;18.0
21.08.2022 11:14;22.0;744.3;761.2;83;Calm, no wind;0;;;;Few clouds (10-30%) 270 m, broken clouds (60-90%) 420 m, overcast (100%) 600 m;16.0;19.0
21.08.2022 10:53;22.0;744.3;761.2;83;Wind blowing from the south-southwest;2;;;;Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 540 m, broken clouds (60-90%) 7500 m;16.0;19.0
